"","symbol","page?","name","t","p","p_corr","var_explained","var_sd"
"37","ACR","49","acrosin",6.98369638113167,0.000926636114518949,0.0423959152560099,0.683097426156805,0.532841632277828
"63","ACYP2","98","acylphosphatase 2, muscle type",9.8656677337298,0.000182395603234093,0.0308248569465617,1.70734455397366,0.822493273388752
"70","ADCY1","107","adenylate cyclase 1 (brain)",8.63383086588102,0.000344195838944873,0.0357739945207354,0.929552653109535,0.513602630320539
"93","ADORA1","134","adenosine A1 receptor",7.69752330167275,0.000590279466614104,0.0409743362400812,0.807714719316136,0.461173934166366
"115","AP1B1","162","adaptor-related protein complex 1, beta 1 subunit",6.62662506979323,0.0011784591724861,0.0462200581480538,0.811529250331751,0.557168306944275
"125","ACAN","176","aggrecan",8.01011432554673,0.000489995024389854,0.0409743362400812,4.56804229132164,2.86252621085407
"155","ALDH1B1","219","aldehyde dehydrogenase 1 family, member B1",7.48856102698227,0.000670997521353099,0.0409743362400812,1.37015917498458,0.832774152116507
"162","ALDOA","226","aldolase A, fructose-bisphosphate",6.51903374352347,0.00126966330100606,0.0470050297275817,0.298217989685382,0.182803636465312
"165","AKR1B1","231","aldo-keto reductase family 1, member B1 (aldose reductase)",7.14670370652577,0.000833162548551405,0.0416729906554108,1.08716900122975,0.711876159363872
"167","ALOX12","239","arachidonate 12-lipoxygenase",13.8217951221572,3.55982213719389e-05,0.0250767580360684,2.63672234459629,0.923875232183165
"203","SLC25A5","292","solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 5",8.4636081981402,0.000378152356062695,0.0380609087358469,2.57475459940618,1.62768891660319
"209","ANXA3","306","annexin A3",7.21813156302051,0.000795747161426452,0.0416729906554108,1.94160148524275,1.12278952356366
"212","ANXA6","309","annexin A6",7.80498577982092,0.000553273468328277,0.0409743362400812,2.00275315208585,1.1429150444306
"228","AIRE","326","autoimmune regulator",6.4266605519726,0.001354676276955,0.0472026954737345,5.15632572979125,3.51074363415478
"264","AR","367","androgen receptor",8.03775700037648,0.000482141001126178,0.0409743362400812,2.09894382983224,1.43101138601938
"314","ASGR2","433","asialoglycoprotein receptor 2",6.18288877235295,0.00161335050145522,0.0496840249981478,2.68801023944366,1.8885504853863
"333","ATP1A1","476","ATPase, Na+/K+ transporting, alpha 1 polypeptide",6.53286710012591,0.00125748151467736,0.0469286683044852,1.70542953370409,1.39570012542715
"343","ATP2A2","488","ATPase, Ca++ transporting, cardiac muscle, slow twitch 2",8.68060655983737,0.000335508239257285,0.0356333082919887,1.09492884580559,0.590044952924932
"357","ATP5F1","515","ATP synthase, H+ transporting, mitochondrial Fo complex, subunit B1",11.5148734955704,8.66043131299033e-05,0.0264741743681073,0.85170311532459,0.390014688397605
"374","ATP5O","539","ATP synthase, H+ transporting, mitochondrial F1 complex, O subunit",7.04637565322325,0.000889294653248985,0.0421160041140979,0.695093607830937,0.498213716844041
"384","AVPR2","554","arginine vasopressin receptor 2",6.49695727510404,0.00128939389602514,0.0470050297275817,0.535432654210657,0.408894901095321
"404","BCAT1","586","branched chain amino-acid transaminase 1, cytosolic",7.33032275185818,0.00074091665648932,0.0412145936114488,1.47478057600003,0.949714745605315
"648","CD4","920","CD4 molecule",6.16841043791499,0.00163046625732741,0.0497549978654604,0.269725686527525,0.21043560702156
"700","CDC2","983","cyclin-dependent kinase 1",8.1256298984693,0.00045814801174593,0.0405256285964368,2.15539786850102,1.05318390055432
"718","CDH6","1004","cadherin 6, type 2, K-cadherin (fetal kidney)",6.96627137552353,0.000937344690942449,0.0423959152560099,1.92240502542896,1.19694828656731
"784","CHAT","1103","choline O-acetyltransferase",6.65286802209372,0.00115740118643377,0.0458371283042903,0.172723392314149,0.102681511763962
