"","symbol","page?","name","t","p","p_corr","var_explained","var_sd"
"44","ACRV1","56","acrosomal vesicle protein 1",5.52340761040083,0.00266491898840775,0.0457996300259099,0.678132079904713,0.448881876517044
"45","ACTA1","58","actin, alpha 1, skeletal muscle",6.18008404034591,0.00161664955386031,0.0422177063770028,0.68543409490185,0.427847382437276
"54","ACTN2","88","actinin, alpha 2",7.67116776483626,0.000599798937218473,0.0377566148232002,0.274337499916634,0.13537482363298
"70","ADCY1","107","adenylate cyclase 1 (brain)",7.96623542129741,0.000502776373845102,0.0364179289462833,1.91966602344046,1.13508700111381
"77","ADCY9","115","adenylate cyclase 9",7.14237254270321,0.000835497519339837,0.0387480347534986,1.63949993302134,1.24089165674129
"101","ADRA1B","147","adrenoceptor alpha 1B",5.66850749962024,0.0023771371525479,0.0441981663595824,0.579641511318482,0.415141758374499
"106","ADRB1","153","adrenoceptor beta 1",8.46109890370539,0.000378681952288462,0.0347412762456512,0.625217911389699,0.340627342983735
"110","ADRBK2","157","adrenergic, beta, receptor kinase 2",5.32660102027053,0.00312326140655975,0.0474932222810223,1.66460071002628,1.70396357447586
"147","ALAS1","211","aminolevulinate, delta-, synthase 1",6.84442525410644,0.00101645705587385,0.0387480347534986,1.16163896408861,0.854888366003868
"190","AMPH","273","amphiphysin",8.00589939642745,0.000491205898705402,0.0364179289462833,1.30597392606561,0.781825077373038
"198","ANK1","286","ankyrin 1, erythrocytic",6.38135625214988,0.00139881795111739,0.0412801186941567,1.2532455708075,1.0589927249813
"202","SLC25A4","291","solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 4",5.61058689870478,0.00248740856587051,0.0448229322197332,2.67798171311447,2.11146797524186
"203","SLC25A5","292","solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 5",5.17075955702545,0.003552625443364,0.0498070016492161,4.84014576942166,4.50556029668326
"223","APBA2","321","amyloid beta (A4) precursor protein-binding, family A, member 2",7.59138657907898,0.000629745205091917,0.0380702805649772,2.25140197894058,1.33007252985348
"255","SHROOM2","357","shroom family member 2",5.4341352643876,0.00286229806542374,0.0467454521822806,2.13564848369738,1.83906860520257
"273","ARL4D","379","ADP-ribosylation factor-like 4D",10.5302177215237,0.000133365431074375,0.0347412762456512,2.77198339265762,1.22277393632204
"274","ARF5","381","ADP-ribosylation factor 5",8.35070479462483,0.000402878195827274,0.0347412762456512,1.12672462738579,0.703253240098588
"296","ARNTL","406","aryl hydrocarbon receptor nuclear translocator-like",5.53829653065571,0.00263357565403243,0.0457996300259099,2.14484444488393,1.97693366529145
"314","ASGR2","433","asialoglycoprotein receptor 2",7.55222891264166,0.000645090271341225,0.0381233543312039,4.18498997843295,2.32683590704214
"333","ATP1A1","476","ATPase, Na+/K+ transporting, alpha 1 polypeptide",10.8054016774553,0.000117774032724765,0.0347412762456512,3.29993486900263,1.38353216596753
"335","ATP1A3","478","ATPase, Na+/K+ transporting, alpha 3 polypeptide",6.54003746671052,0.00125122154190288,0.0405288462686355,3.37323710071411,2.48485959684373
"345","ATP2B1","490","ATPase, Ca++ transporting, plasma membrane 1",7.06719088287286,0.000877289662999637,0.0387480347534986,0.381003106519274,0.262393756908132
"347","ATP2B3","492","ATPase, Ca++ transporting, plasma membrane 3",6.81761107145502,0.00103491204466193,0.0387480347534986,1.20732791215449,0.912579159101054
"351","ATP5A1","498","ATP synthase, H+ transporting, mitochondrial F1 complex, alpha subunit 1, cardiac muscle",8.79732785685573,0.000314941919833729,0.0347412762456512,2.99700893379268,1.66879784452336
"353","ATP5B","506","ATP synthase, H+ transporting, mitochondrial F1 complex, beta polypeptide",5.97213095604214,0.00188498686922062,0.0429700037426396,2.41197707637831,1.95443856241127
"363","ATP6V1A","523","ATPase, H+ transporting, lysosomal 70kDa, V1 subunit A",5.92502308044571,0.00195286418113815,0.0430448602141023,2.22770465094457,1.82084928514513
"364","ATP6V1B1","525","ATPase, H+ transporting, lysosomal 56/58kDa, V1 subunit B1",5.33108624652866,0.0031118338643857,0.0474583202780524,1.03003750592137,0.931137612235163
"365","ATP6V1B2","526","ATPase, H+ transporting, lysosomal 56/58kDa, V1 subunit B2",5.86411295184108,0.00204494010114568,0.0430814578489783,1.93588685113994,1.69396586418449
"371","ATP6V0A1","535","ATPase, H+ transporting, lysosomal V0 subunit a1",5.6402323417847,0.00243023507361788,0.0445086312557664,0.950125636633197,0.915254348205364
"395","BAI2","576","brain-specific angiogenesis inhibitor 2",5.24594384999128,0.00333739517604946,0.0487865214659213,0.845531867343406,0.757972150950089
"414","BCL3","602","B-cell CLL/lymphoma 3",6.91679972265171,0.0009685548567214,0.0387480347534986,1.65333127494604,1.04927710263421
"434","BID","637","BH3 interacting domain death agonist",8.39281024892143,0.00039343875489082,0.0347412762456512,3.44920123442569,2.04262033301348
"448","BMP4","652","bone morphogenetic protein 4",7.87398498227559,0.000530961643424495,0.0366274749708672,1.74349825394546,1.0250251610852
"523","C18orf1","753","chromosome 18 open reading frame 1",7.03280963273103,0.000897223395538194,0.0387480347534986,0.441328019820505,0.276209540817835
"527","MPPED1","758","metallophosphoesterase domain containing 1",5.43298562679666,0.00286494953962695,0.0467454521822806,0.930498803490084,0.76105753969339
"534","CA7","766","carbonic anhydrase VII",8.07689905200251,0.000471273779668422,0.0359393830031756,1.26197485782523,0.8244152459815
"537","CA11","770","carbonic anhydrase XI",6.18105618339595,0.00161550517586923,0.0422177063770028,0.554368331635857,0.365746317239026
"548","CACNB1","782","calcium channel, voltage-dependent, beta 1 subunit",5.66969279471141,0.00237494121286586,0.0441981663595824,1.13971115062553,0.869268766136007
"564","CALM3","808","calmodulin 3 (phosphorylase kinase, delta)",5.78139961942971,0.00217828125200997,0.0435338853166891,0.841836019321349,0.717513359923062
"569","CAMK2A","815","calcium/calmodulin-dependent protein kinase II alpha",6.12511833382729,0.00168293570125412,0.0425009748910578,0.784604161933162,0.596490836751047
"572","CAMK2G","818","calcium/calmodulin-dependent protein kinase II gamma",5.69777747465153,0.00232360057851543,0.0441066063641584,4.15863203460288,3.31384145238055
"577","CAPN1","823","calpain 1, (mu/I) large subunit",7.12541965767894,0.000844711790758717,0.0387480347534986,3.18956290199423,2.20658373074387
"598","CASQ1","844","calsequestrin 1 (fast-twitch, skeletal muscle)",8.3896418319738,0.000394139860203648,0.0347412762456512,1.50185192294415,0.789538952797103
"621","CCK","885","cholecystokinin",7.11516033627267,0.000850346384374615,0.0387480347534986,0.713590258338111,0.420813547815987
"623","CCKBR","887","cholecystokinin B receptor",8.37563795614214,0.000397256463599777,0.0347412762456512,0.789204253847979,0.465795648194937
"628","CCND2","894","cyclin D2",5.18696768241286,0.00350488509913426,0.0497093501569543,1.90211548708903,1.54964822439316
"721","CDH9","1007","cadherin 9, type 2 (T1-cadherin)",6.03297467413874,0.00180138350571376,0.0428588972239861,0.327018139197256,0.247441546402259
"724","CDH12","1010","cadherin 12, type 2 (N-cadherin 2)",7.93444982141315,0.000512282632878051,0.0365034835108571,0.929961751394744,0.589850823776153
"748","CDR2","1039","cerebellar degeneration-related protein 2, 62kDa",6.93715110675984,0.000955569204507729,0.0387480347534986,1.35888622474528,0.823935085618528
"749","CDS1","1040","CDP-diacylglycerol synthase (phosphatidate cytidylyltransferase) 1",10.0200163640454,0.000169315984717363,0.0347412762456512,1.68370623237487,0.900096651464624
"767","CENPF","1063","centromere protein F, 350/400kDa (mitosin)",5.46036061285551,0.00280258740500867,0.0464027341317769,1.51786696441418,1.04071305951799
"793","CHGA","1113","chromogranin A (parathyroid secretory protein 1)",5.63510343779339,0.00244001525375874,0.0445699447099148,1.88735148180618,1.4208414256105
"801","CHML","1122","choroideremia-like (Rab escort protein 2)",5.37776264159052,0.00299577240431748,0.046964676436995,1.70945832862627,1.46028072715924
"802","CHN1","1123","chimerin (chimaerin) 1",6.45002065873474,0.00133255873686275,0.0412801186941567,1.09519456451896,0.752687100526709
"804","CHRM1","1128","cholinergic receptor, muscarinic 1",6.01102211601268,0.00183103441408304,0.0428588972239861,0.553005389187593,0.38203197205486
"807","CHRM3","1131","cholinergic receptor, muscarinic 3",5.23778556255242,0.00335999684946691,0.0487955802362115,0.408474569057979,0.301391147116088
"824","CIDEA","1149","cell death-inducing DFFA-like effector a",5.57753279218523,0.00255302789870949,0.0452545746432067,1.37754744116327,1.09584412489033
"836","AP1S1","1174","adaptor-related protein complex 1, sigma 1 subunit",5.92975764364372,0.00194591364635369,0.0430448602141023,0.673136562251239,0.53656462672328
"884","CNN1","1264","calponin 1, basic, smooth muscle",6.2705350359101,0.00151414498541011,0.041482918090463,0.792504216030796,0.595864769086615
"904","COL5A2","1290","collagen, type V, alpha 2",6.23956636321578,0.00154835373632081,0.0417191644028706,1.90751851763605,1.36258140463522
"908","COL7A1","1294","collagen, type VII, alpha 1",5.29304600943024,0.00321033068813579,0.0480440201686671,0.998815670189534,0.795991455983674
"996","CRYBB1","1414","crystallin, beta B1",5.43889448910587,0.00285135216143198,0.0466941050439058,2.40195267212001,1.90720835302083
"1005","CRYM","1428","crystallin, mu",6.93345797981655,0.000957910319611145,0.0387480347534986,0.436336314422436,0.274035160343794
"1055","CTH","1491","cystathionase (cystathionine gamma-lyase)",6.34481774156356,0.00143565871180742,0.0413306504952158,0.813081936731797,0.554528430401238
"1077","CTSZ","1522","cathepsin Z",6.93249474877331,0.000958522037711376,0.0387480347534986,2.70011444668541,1.86463377599054
"1121","CYP26A1","1592","cytochrome P450, family 26, subfamily A, polypeptide 1",6.68734829151087,0.00113040519513198,0.0392440601644715,0.594582909401687,0.330183178300986
"1122","CYP27A1","1593","cytochrome P450, family 27, subfamily A, polypeptide 1",5.20631941212967,0.00344886508344037,0.049236524936108,0.376647393802657,0.388262567426499
"1137","DAPK1","1612","death-associated protein kinase 1",5.65741863789469,0.00239779690236823,0.0443837971589744,0.369690002381425,0.315656143812933
"1143","DBC1","1620","deleted in bladder cancer 1",5.89204158667424,0.00200210124277909,0.0430814578489783,1.56719034960567,1.35712278718104
"1156","DCTN1","1639","dynactin 1",5.23145650731354,0.00337765429739373,0.0489225613600588,1.02505255895559,0.681222606720747
"1213","DLX1","1745","distal-less homeobox 1",6.00416629138508,0.00184041193881527,0.0428588972239861,1.02135890914361,0.768763456309002
"1214","DLX2","1746","distal-less homeobox 2",6.71059975643417,0.00111262035263335,0.0392440601644715,0.689410059830341,0.478491243679271
"1223","DNM1","1759","dynamin 1",5.95584014906252,0.00190814128649421,0.0429700037426396,0.490918040736149,0.296113184942151
"1251","DPAGT1","1798","dolichyl-phosphate (UDP-N-acetylglucosamine) N-acetylglucosaminephosphotransferase 1 (GlcNAc-1-P transferase)",7.6190590288279,0.000619161602700519,0.0377695856830731,2.13777419661694,1.27803789371202
"1254","DPP4","1803","dipeptidyl-peptidase 4",8.16076063370051,0.000448954273605015,0.0347412762456512,2.87714646034499,1.85672114844989
"1270","DRP2","1821","dystrophin related protein 2",6.01511511628527,0.00182546274957746,0.0428588972239861,0.905627911537012,0.742987482253855
"1280","TSC22D3","1831","TSC22 domain family, member 3",5.75507052406512,0.00222285301360544,0.0438457611550569,0.633061287631023,0.52393049661514
"1292","DUSP2","1844","dual specificity phosphatase 2",8.7273554806798,0.000327084844339131,0.0347412762456512,0.52350714954078,0.29300736051117
"1306","E2F1","1869","E2F transcription factor 1",6.40436521143421,0.00137619078707634,0.0412801186941567,1.83050022926331,1.26610628853977
"1319","ECM1","1893","extracellular matrix protein 1",5.6715078018682,0.00237158325184592,0.0441981663595824,3.61547370629037,3.19056578799442
"1328","EDNRA","1909","endothelin receptor type A",5.34345626588881,0.00308057024637759,0.0474185515948915,1.6091658251905,1.33592975654097
"1337","EEF2","1938","eukaryotic translation elongation factor 2",6.06133596199077,0.00176390930574582,0.0428588972239861,2.00153270846859,1.65331815421683
"1341","EFNA3","1944","ephrin-A3",5.57660792531016,0.00255489297874557,0.0452545746432067,1.46227999298513,1.07739981589944
"1343","EFNA5","1946","ephrin-A5",7.11932184954497,0.00084805546411044,0.0387480347534986,2.84040792007811,1.85481006919591
"1354","EGR1","1958","early growth response 1",9.00496117342165,0.000281940902227741,0.0347412762456512,0.793685624083874,0.377568196339459
"1365","EIF4A2","1974","eukaryotic translation initiation factor 4A2",8.28324921390066,0.000418567834602675,0.0347412762456512,2.14839433239634,1.16830199333659
"1380","ELAVL4","1996","ELAV (embryonic lethal, abnormal vision, Drosophila)-like 4 (Hu antigen D)",7.53829642426167,0.000650656751649587,0.0381233543312039,1.14515507409118,0.755722502041758
"1381","ELF1","1997","E74-like factor 1 (ets domain transcription factor)",6.33159307237281,0.00144927406284534,0.0413543542163962,0.202102347275675,0.155729004414227
